y,x_1,x_2
-0.543354007,-0.156271876,-0.916062782
0.482033388,-0.071517144,-0.019935944
-0.539133007,-0.274082995,-1.389729613
1.510640049,1.188766465,1.382311394
-0.083522364,0.915047314,0.113348129
-0.361657996,-2.004475232,0.160000788
0.598628698,-0.132268552,0.745515254
0.823063439,-0.040294408,1.074436811
0.564151298,0.216828496,0.687357543
-0.209471992,-1.326325222,0.733911306
1.458193722,1.590822133,0.812207172
0.458649996,0.540589434,-0.024807582
-0.682685822,-1.318359661,0.435820665
-2.42364089,-1.18099628,-1.977933301
1.283134621,0.89652737,0.642538867
0.226947626,0.034911522,-0.446177975
-0.071017443,0.217916139,-0.173993486
0.705073009,1.050121724,0.708279138
0.92263529,0.26799681,0.873251435
0.576394094,0.578377481,0.361192882
0.59498189,1.223414512,0.603745705
0.769966166,-0.210601615,1.434278298
-0.039092734,0.260455588,-0.002349442
-2.018266916,-1.408607829,-1.628518768
0.403518546,0.676144401,0.553436304
0.266497172,-0.682599984,0.190234421
-0.212377711,-0.03972928,-0.129826907
-1.733615448,-0.947832478,-0.993924737
-0.435293243,0.021124402,-0.813735774
0.458192145,0.496122918,0.098974565
1.160981631,1.137003082,1.210684273
-0.616593458,0.604233625,-0.117011877
0.267173035,0.049749778,0.700697014
0.048851053,0.82372268,-1.035922684
-1.365618754,-1.258675813,-0.883220645
-0.425852897,0.627129348,-1.254629694
-0.28789867,-0.187157683,-0.55577665
-0.270055279,0.410171895,-0.236836209
1.278066101,1.137147981,0.338498243
0.74997598,0.632680943,0.562996906
-0.035681808,0.964210605,-1.380391284
-0.064785653,-1.034776425,0.406237952
0.725654037,1.539939056,-0.499227397
0.390947496,0.818046362,0.25033988
-0.470201886,0.013908747,-1.352808678
-1.053021413,0.130473479,-0.789088242
0.261527534,-0.931702799,1.624543724
0.710582703,0.619457789,0.640762985
-0.140183568,0.718409821,-0.856980157
1.04904515,1.579726067,-0.429597147
0.416023059,0.02058411,0.571948453
-0.529556742,-0.513260701,-0.535991761
0.323217785,0.469539973,0.079987362
-1.15543029,-0.286911001,-1.425142525
1.534132276,1.954303223,0.132543836
2.153137082,2.079650189,0.762813938
-0.79010085,-0.630212304,0.594567845
-0.925189029,-0.500907331,-1.26180053
0.627437779,1.251598351,-0.44397133
-0.208765767,-1.202689729,1.086714374
2.532764597,1.512442632,2.033082139
-0.108059908,0.159093454,-0.133188359
0.627939851,-0.07652226,1.219849425
0.180535996,-0.61708258,0.468559017
-0.424522146,-0.395347177,-1.153761924
0.233947347,-1.233504892,1.468407787
-1.851323551,-1.208981124,-1.521324171
1.229870601,2.152605106,0.407962589
0.091729671,0.245489907,0.068637235
1.970060101,1.678553372,1.932734889
0.421679293,-1.012177801,1.814506906
-0.628187285,-0.664611626,-0.535030719
0.448933928,0.293636109,0.853343053
-0.446431595,-0.980908202,-1.075400864
-1.205680682,-0.794024486,-1.203090305
0.48842657,0.122567636,0.080037111
-0.844615113,-0.572465769,0.392191799
0.133300602,-1.353075763,1.188569918
-0.161702377,-0.423326484,0.834967136
-0.415945436,-1.304206198,0.175173418
-0.488507323,0.264346484,-1.243710562
-0.205722686,-0.662585047,0.542436006
1.395463471,0.638719456,0.908071232
-1.624236086,-0.215139271,-2.012146219
0.480819466,0.210872693,0.848992625
0.148991591,0.47006442,0.275630532
0.926821221,0.01002804,1.803773839
-0.13065841,0.125060681,-0.81319432
0.441464543,0.504367668,-0.022531971
0.442158141,0.663399302,-0.470848555
-0.603421357,-0.27234753,-0.489254699
1.255639612,0.65684445,1.149206315
1.185347352,1.328812342,0.43260752
0.434498017,0.199452489,1.216447767
1.878686311,1.782120991,0.302527795
0.573513499,1.063731286,-0.219782249
-1.119505583,-1.967426835,-0.202376325
-0.393646464,0.066318415,-1.177835558
-1.213984105,-1.204956779,-0.700392863
-0.520369294,-0.102806063,-0.569527002
