y,x_1,x_2
0.261936498,0.672399453,0.801863682
-0.142383307,-0.453071807,0.08099682
0.310242819,0.750337641,1.252060957
-1.334417506,-1.519066142,-1.623708377
-0.598219251,0.184537885,-0.538117044
1.554044739,0.015744577,0.805574522
-0.093956953,-0.729340418,-0.518395574
-0.224676425,-0.992856199,-0.821673465
-0.328060571,-0.635389754,-0.639627055
1.0592879,-0.148086117,0.01322433
-1.633293445,-1.294233383,-1.346213585
-0.560925512,-0.342944087,-0.209908759
1.22087494,0.353984678,0.227415545
1.650086204,2.490927437,2.057629661
-1.090636999,-1.195713843,-0.883331954
-0.144714037,-0.112518846,0.368066728
-0.135913399,0.133231214,0.035598874
-0.964406545,-0.651410194,-1.047735213
-0.493141728,-0.999246349,-0.796151816
-0.607643364,-0.527151914,-0.541290184
-1.048940494,-0.502788644,-1.050880429
-0.060168525,-1.042908441,-1.042234287
-0.166565788,0.073943209,-0.125375257
1.672268142,2.00970259,1.901878858
-0.594323617,-0.392923141,-0.758663435
0.38409582,-0.384263124,0.185940413
0.103031915,0.218319342,0.113606198
1.280976492,1.679340678,1.171632758
0.102215342,0.576210014,0.638568055
-0.521250265,-0.374658456,-0.291435009
-1.171444469,-1.166451091,-1.478196866
-0.185675829,0.682474589,-0.231082341
-0.092814016,-0.386632335,-0.589170433
-0.665246365,0.288167534,0.468577889
1.359816226,1.270620112,1.251733953
-0.354799455,0.745864525,0.71481768
0.206867156,0.356034392,0.533381478
-0.195609403,0.358359887,-0.016831277
-1.277400822,-1.093304049,-0.746472694
-0.70057578,-0.722407667,-0.724097597
-0.753355854,0.458388276,0.682059549
0.776017251,-0.172352788,0.154660791
-1.396964504,-0.348972703,-0.278301991
-0.709109084,-0.297852815,-0.575724561
0.084328121,0.719857503,1.087619186
0.272258137,1.159539427,0.527031735
0.657826688,-0.714046145,-0.886324104
-0.670432178,-0.703966407,-0.784816584
-0.504607876,0.411146016,0.358613932
-1.548121817,-0.657690413,-0.334991391
-0.140194854,-0.502010738,-0.458933593
0.531693804,0.529434497,0.658192198
-0.450506963,-0.249332227,-0.271359013
0.56094778,1.327401817,1.249083476
-1.963563192,-1.171142484,-0.951190006
-2.253360243,-1.858573617,-1.496104385
0.793675872,0.518812634,-0.241113113
0.630317127,1.049294467,1.230410618
-1.152919076,-0.310588417,-0.192090155
0.996720998,-0.204581902,-0.339063363
-1.921028488,-2.556270615,-2.25553396
-0.077376157,0.150679525,0.02759192
-0.112158422,-0.847378275,-0.937291525
0.391373676,-0.35317344,-0.082036661
0.365612942,0.577574201,1.1213681
0.868875306,-0.699048819,-0.613649961
1.474026169,1.861069943,1.727563637
-1.962730556,-0.918042172,-1.294072812
-0.203102535,-0.064300332,-0.168982151
-1.820947683,-1.989819283,-2.287019411
0.663532169,-0.913631421,-0.995513094
0.676532402,0.599080848,0.723794491
-0.324736618,-0.552153183,-0.821534048
0.788571322,0.497929864,1.335669988
0.950146545,1.255308676,1.3046439
-0.273641586,-0.452106498,-0.094703578
0.761145975,0.619775385,-0.104109177
0.973172527,-0.564494307,-0.330169167
0.416630352,-0.084460943,-0.50069421
1.087543026,0.162947506,0.453814968
-0.075877967,0.749874862,0.875774672
0.581213891,-0.016869367,-0.14574122
-0.936989568,-1.392023138,-0.973255789
0.656529146,1.894688089,1.672939165
-0.279866379,-0.592636935,-0.776243299
-0.368509557,-0.12844855,-0.445015369
-0.25119671,-1.233831408,-1.445128036
-0.091021605,0.308441739,0.607335465
-0.528665902,-0.332654989,-0.195506327
-0.670570971,-0.217184948,0.100674306
0.395898399,0.622605613,0.499239259
-0.877811248,-1.310005691,-1.190986955
-1.368103017,-0.999552116,-0.922340387
-0.228484904,-0.627864709,-1.078886882
-1.968230222,-1.550668293,-0.988279572
-0.9850697,-0.334121186,-0.291605103
1.803702495,0.799315268,1.041418929
0.029328179,0.619897761,0.921938499
1.274692998,1.099586842,1.083596564
0.239120169,0.586527072,0.489819745
