x_1,x_2,p
0,0,0.702573434
0.0035155,0,0.710994352
0.007031,0,0.718998378
0.0105465,0,0.726604639
0.014062001,0,0.733832258
0.017577501,0,0.740700363
0.021093001,0,0.747228077
0.024608501,0,0.753434525
0.028124001,0,0.759338835
0.031639501,0,0.764960129
0.035155002,0,0.770317535
0.038670502,0,0.775430176
0.042186002,0,0.780317179
0.045701502,0,0.784997669
0.049217002,0,0.78949077
0.052732502,0,0.793815608
0.056248003,0,0.797991309
0.059763503,0,0.802036997
0.063279003,0,0.805971799
0.066794503,0,0.809814838
0.070310003,0,0.813585241
0.073825503,0,0.817302132
0.077341004,0,0.820984637
0.080856504,0,0.824651882
0.084372004,0,0.828322991
0.087887504,0,0.832017089
0.091403004,0,0.835753303
0.094918504,0,0.839550756
0.098434004,0,0.843428576
0.101949505,0,0.847405886
0.105465005,0,0.851501811
0.108980505,0,0.855735479
0.112496005,0,0.860126012
0.116011505,0,0.864692538
0.119527005,0,0.86945418
0.123042506,0,0.874430065
0.126558006,0,0.879639317
0.130073506,0,0.885101062
0.133589006,0,0.890483573
0.137104506,0,0.89545316
0.140620006,0,0.900026001
0.144135507,0,0.904218277
0.147651007,0,0.908046167
0.151166507,0,0.91152585
0.154682007,0,0.914673507
0.158197507,0,0.917505315
0.161713007,0,0.920037455
0.165228508,0,0.922286107
0.168744008,0,0.92426745
0.172259508,0,0.925997663
0.175775008,0,0.927492925
0.179290508,0,0.928769417
0.182806008,0,0.929843318
0.186321508,0,0.930730806
0.189837009,0,0.931448063
0.193352509,0,0.932011267
0.196868009,0,0.932436597
0.200383509,0,0.932740234
0.203899009,0,0.932938356
0.207414509,0,0.933047143
0.21093001,0,0.933082775
0.21444551,0,0.933061431
0.21796101,0,0.93299929
0.22147651,0,0.932912533
0.22499201,0,0.932817338
0.22850751,0,0.932729885
0.232023011,0,0.932666354
0.235538511,0,0.932642923
0.239054011,0,0.932675773
0.242569511,0,0.932781083
0.246085011,0,0.932975032
0.249600511,0,0.933273801
0.253116012,0,0.933693567
0.256631512,0,0.934250512
0.260147012,0,0.934960813
0.263662512,0,0.935747881
0.267178012,0,0.936524273
0.270693512,0,0.937289894
0.274209012,0,0.938044651
0.277724513,0,0.938788448
0.281240013,0,0.93952119
0.284755513,0,0.940242783
0.288271013,0,0.940953132
0.291786513,0,0.941652142
0.295302013,0,0.942339718
0.298817514,0,0.943015766
0.302333014,0,0.943680191
0.305848514,0,0.944332898
0.309364014,0,0.944973793
0.312879514,0,0.94560278
0.316395014,0,0.946219765
0.319910515,0,0.946824653
0.323426015,0,0.947417349
0.326941515,0,0.947997759
0.330457015,0,0.948565787
0.333972515,0,0.94912134
0.337488015,0,0.949664322
0.341003516,0,0.950194638
0.344519016,0,0.950712195
0.348034516,0,0.951216896
0.351550016,0,0.951708648
0.355065516,0,0.952187355
0.358581016,0,0.952652922
0.362096516,0,0.953105256
0.365612017,0,0.953544261
0.369127517,0,0.953969842
0.372643017,0,0.954381906
0.376158517,0,0.954780356
0.379674017,0,0.955165098
0.383189517,0,0.955536037
0.386705018,0,0.95589308
0.390220518,0,0.95623613
0.393736018,0,0.956565093
0.397251518,0,0.956904911
0.400767018,0,0.957279225
0.404282518,0,0.957685985
0.407798019,0,0.958123145
0.411313519,0,0.958588656
0.414829019,0,0.959080471
0.418344519,0,0.959596542
0.421860019,0,0.960134822
0.425375519,0,0.960693262
0.428891019,0,0.961269815
0.43240652,0,0.961862433
0.43592202,0,0.962469068
0.43943752,0,0.963087673
0.44295302,0,0.9637162
0.44646852,0,0.964352601
0.44998402,0,0.964994828
0.453499521,0,0.965640833
0.457015021,0,0.96628857
0.460530521,0,0.966935989
0.464046021,0,0.967581044
0.467561521,0,0.968221686
0.471077021,0,0.968855867
0.474592522,0,0.969481541
0.478108022,0,0.970096659
0.481623522,0,0.970699174
0.485139022,0,0.971287037
0.488654522,0,0.971858201
0.492170022,0,0.972410618
0.495685523,0,0.972942241
0.499201023,0,0.973451021
0.502716523,0,0.973934912
0.506232023,0,0.974391864
0.509747523,0,0.974819831
0.513263023,0,0.975216765
0.516778523,0,0.975580617
0.520294024,0,0.975909341
0.523809524,0,0.976200887
0,0.004101417,0.690497476
0.0035155,0.004101417,0.698986125
0.007031,0.004101417,0.70708675
0.0105465,0.004101417,0.71481681
0.014062001,0.004101417,0.722193766
0.017577501,0.004101417,0.72923508
0.021093001,0.004101417,0.73595821
0.024608501,0.004101417,0.742380618
0.028124001,0.004101417,0.748519764
0.031639501,0.004101417,0.754393109
0.035155002,0.004101417,0.760018114
0.038670502,0.004101417,0.765412238
0.042186002,0.004101417,0.770592943
0.045701502,0.004101417,0.775577688
0.049217002,0.004101417,0.780383935
0.052732502,0.004101417,0.785029144
0.056248003,0.004101417,0.789530775
0.059763503,0.004101417,0.793906289
0.063279003,0.004101417,0.798173147
0.066794503,0.004101417,0.802348808
0.070310003,0.004101417,0.806450734
0.073825503,0.004101417,0.810496385
0.077341004,0.004101417,0.814503222
0.080856504,0.004101417,0.818488705
0.084372004,0.004101417,0.822470295
0.087887504,0.004101417,0.826465451
0.091403004,0.004101417,0.830491636
0.094918504,0.004101417,0.834566308
0.098434004,0.004101417,0.838706929
0.101949505,0.004101417,0.84293096
0.105465005,0.004101417,0.84725586
0.108980505,0.004101417,0.85169909
0.112496005,0.004101417,0.856278112
0.116011505,0.004101417,0.861010384
0.119527005,0.004101417,0.865913369
0.123042506,0.004101417,0.871004526
0.126558006,0.004101417,0.876301315
0.130073506,0.004101417,0.881821199
0.133589006,0.004101417,0.88725462
0.137104506,0.004101417,0.892290534
0.140620006,0.004101417,0.89694417
0.144135507,0.004101417,0.901230756
0.147651007,0.004101417,0.905165519
0.151166507,0.004101417,0.908763688
0.154682007,0.004101417,0.91204049
0.158197507,0.004101417,0.915011154
0.161713007,0.004101417,0.917690908
0.165228508,0.004101417,0.920094978
0.168744008,0.004101417,0.922238595
0.172259508,0.004101417,0.924136984
0.175775008,0.004101417,0.925805375
0.179290508,0.004101417,0.927258996
0.182806008,0.004101417,0.928513074
0.186321508,0.004101417,0.929582837
0.189837009,0.004101417,0.930483513
0.193352509,0.004101417,0.931230331
0.196868009,0.004101417,0.931838518
0.200383509,0.004101417,0.932323303
0.203899009,0.004101417,0.932699912
0.207414509,0.004101417,0.932983575
0.21093001,0.004101417,0.933189519
0.21444551,0.004101417,0.933332973
0.21796101,0.004101417,0.933429163
0.22147651,0.004101417,0.933493319
0.22499201,0.004101417,0.933540667
0.22850751,0.004101417,0.933586437
0.232023011,0.004101417,0.933645856
0.235538511,0.004101417,0.933734152
0.239054011,0.004101417,0.933866553
0.242569511,0.004101417,0.934058287
0.246085011,0.004101417,0.934324582
0.249600511,0.004101417,0.934680666
0.253116012,0.004101417,0.935141767
0.256631512,0.004101417,0.935723113
0.260147012,0.004101417,0.936439932
0.263662512,0.004101417,0.937223452
0.267178012,0.004101417,0.937994746
0.270693512,0.004101417,0.938753811
0.274209012,0.004101417,0.939500644
0.277724513,0.004101417,0.940235242
0.281240013,0.004101417,0.940957601
0.284755513,0.004101417,0.941667717
0.288271013,0.004101417,0.942365588
0.291786513,0.004101417,0.94305121
0.295302013,0.004101417,0.943724579
0.298817514,0.004101417,0.944385693
0.302333014,0.004101417,0.945034549
0.305848514,0.004101417,0.945671141
0.309364014,0.004101417,0.946295469
0.312879514,0.004101417,0.946907527
0.316395014,0.004101417,0.947507313
0.319910515,0.004101417,0.948094824
0.323426015,0.004101417,0.948670056
0.326941515,0.004101417,0.949233005
0.330457015,0.004101417,0.949783669
0.333972515,0.004101417,0.950322044
0.337488015,0.004101417,0.950848126
0.341003516,0.004101417,0.951361913
0.344519016,0.004101417,0.951863402
0.348034516,0.004101417,0.952352587
0.351550016,0.004101417,0.952829468
0.355065516,0.004101417,0.953294039
0.358581016,0.004101417,0.953746298
0.362096516,0.004101417,0.954186241
0.365612017,0.004101417,0.954613866
0.369127517,0.004101417,0.955029168
0.372643017,0.004101417,0.955432144
0.376158517,0.004101417,0.955822792
0.379674017,0.004101417,0.956201107
0.383189517,0.004101417,0.956567087
0.386705018,0.004101417,0.956920728
0.390220518,0.004101417,0.957262026
0.393736018,0.004101417,0.957590979
0.397251518,0.004101417,0.957930244
0.400767018,0.004101417,0.958301217
0.404282518,0.004101417,0.958702004
0.407798019,0.004101417,0.959130708
0.411313519,0.004101417,0.959585436
0.414829019,0.004101417,0.96006429
0.418344519,0.004101417,0.960565377
0.421860019,0.004101417,0.9610868
0.425375519,0.004101417,0.961626665
0.428891019,0.004101417,0.962183076
0.43240652,0.004101417,0.962754137
0.43592202,0.004101417,0.963337955
0.43943752,0.004101417,0.963932632
0.44295302,0.004101417,0.964536275
0.44646852,0.004101417,0.965146987
0.44998402,0.004101417,0.965762873
0.453499521,0.004101417,0.966382038
0.457015021,0.004101417,0.967002588
0.460530521,0.004101417,0.967622625
0.464046021,0.004101417,0.968240256
0.467561521,0.004101417,0.968853585
0.471077021,0.004101417,0.969460716
0.474592522,0.004101417,0.970059754
0.478108022,0.004101417,0.970648805
0.481623522,0.004101417,0.971225972
0.485139022,0.004101417,0.97178936
0.488654522,0.004101417,0.972337074
0.492170022,0.004101417,0.97286722
0.495685523,0.004101417,0.9733779
0.499201023,0.004101417,0.973867221
0.502716523,0.004101417,0.974333287
0.506232023,0.004101417,0.974774202
0.509747523,0.004101417,0.975188071
0.513263023,0.004101417,0.975573
0.516778523,0.004101417,0.975927092
0.520294024,0.004101417,0.976248452
0.523809524,0.004101417,0.976535186
0,0.008202834,0.678270128
0.0035155,0.008202834,0.686844952
0.007031,0.008202834,0.695058882
0.0105465,0.008202834,0.70292783
0.014062001,0.008202834,0.710467707
0.017577501,0.008202834,0.717694425
0.021093001,0.008202834,0.724623896
0.024608501,0.008202834,0.731272031
0.028124001,0.008202834,0.737654742
0.031639501,0.008202834,0.74378794
0.035155002,0.008202834,0.749687538
0.038670502,0.008202834,0.755369446
0.042186002,0.008202834,0.760849577
0.045701502,0.008202834,0.766143841
0.049217002,0.008202834,0.771268152
0.052732502,0.008202834,0.776238419
0.056248003,0.008202834,0.781070555
0.059763503,0.008202834,0.785780472
0.063279003,0.008202834,0.790384081
0.066794503,0.008202834,0.794897293
0.070310003,0.008202834,0.799336021
0.073825503,0.008202834,0.803716176
0.077341004,0.008202834,0.808053669
0.080856504,0.008202834,0.812364412
0.084372004,0.008202834,0.816664317
0.087887504,0.008202834,0.820969295
0.091403004,0.008202834,0.825295259
0.094918504,0.008202834,0.829658118
0.098434004,0.008202834,0.834073787
0.101949505,0.008202834,0.838558174
0.105465005,0.008202834,0.843127194
0.108980505,0.008202834,0.847796756
0.112496005,0.008202834,0.852582773
0.116011505,0.008202834,0.857501156
0.119527005,0.008202834,0.862567818
0.123042506,0.008202834,0.867798668
0.126558006,0.008202834,0.87320962
0.130073506,0.008202834,0.878816585
0.133589006,0.008202834,0.88432902
0.137104506,0.008202834,0.88945541
0.140620006,0.008202834,0.894210209
0.144135507,0.008202834,0.89860787
0.147651007,0.008202834,0.902662845
0.151166507,0.008202834,0.906389588
0.154682007,0.008202834,0.909802552
0.158197507,0.008202834,0.912916189
0.161713007,0.008202834,0.915744953
0.165228508,0.008202834,0.918303297
0.168744008,0.008202834,0.920605673
0.172259508,0.008202834,0.922666535
0.175775008,0.008202834,0.924500336
0.179290508,0.008202834,0.926121529
0.182806008,0.008202834,0.927544567
0.186321508,0.008202834,0.928783903
0.189837009,0.008202834,0.929853989
0.193352509,0.008202834,0.93076928
0.196868009,0.008202834,0.931544227
0.200383509,0.008202834,0.932193284
0.203899009,0.008202834,0.932730904
0.207414509,0.008202834,0.93317154
0.21093001,0.008202834,0.933529646
0.21444551,0.008202834,0.933819673
0.21796101,0.008202834,0.934056075
0.22147651,0.008202834,0.934253305
0.22499201,0.008202834,0.934425817
0.22850751,0.008202834,0.934588062
0.232023011,0.008202834,0.934754495
0.235538511,0.008202834,0.934939568
0.239054011,0.008202834,0.935157734
0.242569511,0.008202834,0.935423446
0.246085011,0.008202834,0.935751157
0.249600511,0.008202834,0.936155321
0.253116012,0.008202834,0.93665039
0.256631512,0.008202834,0.937250817
0.260147012,0.008202834,0.937971055
0.263662512,0.008202834,0.9387491
0.267178012,0.008202834,0.939513373
0.270693512,0.008202834,0.940263966
0.274209012,0.008202834,0.94100097
0.277724513,0.008202834,0.941724476
0.281240013,0.008202834,0.942434577
0.284755513,0.008202834,0.943131364
0.288271013,0.008202834,0.943814929
0.291786513,0.008202834,0.944485363
0.295302013,0.008202834,0.945142758
0.298817514,0.008202834,0.945787206
0.302333014,0.008202834,0.946418798
0.305848514,0.008202834,0.947037625
0.309364014,0.008202834,0.94764378
0.312879514,0.008202834,0.948237355
0.316395014,0.008202834,0.948818439
0.319910515,0.008202834,0.949387126
0.323426015,0.008202834,0.949943508
0.326941515,0.008202834,0.950487674
0.330457015,0.008202834,0.951019718
0.333972515,0.008202834,0.951539731
0.337488015,0.008202834,0.952047804
0.341003516,0.008202834,0.952544029
0.344519016,0.008202834,0.953028498
0.348034516,0.008202834,0.953501302
0.351550016,0.008202834,0.953962534
0.355065516,0.008202834,0.954412283
0.358581016,0.008202834,0.954850643
0.362096516,0.008202834,0.955277705
0.365612017,0.008202834,0.955693561
0.369127517,0.008202834,0.956098301
0.372643017,0.008202834,0.956492018
0.376158517,0.008202834,0.956874804
0.379674017,0.008202834,0.957246749
0.383189517,0.008202834,0.957607946
0.386705018,0.008202834,0.957958486
0.390220518,0.008202834,0.958298462
0.393736018,0.008202834,0.958627963
0.397251518,0.008202834,0.958967317
0.400767018,0.008202834,0.959335622
0.404282518,0.008202834,0.959731132
0.407798019,0.008202834,0.9601521
0.411313519,0.008202834,0.96059678
0.414829019,0.008202834,0.961063423
0.418344519,0.008202834,0.961550283
0.421860019,0.008202834,0.962055614
0.425375519,0.008202834,0.962577668
0.428891019,0.008202834,0.963114699
0.43240652,0.008202834,0.963664959
0.43592202,0.008202834,0.964226701
0.43943752,0.008202834,0.96479818
0.44295302,0.008202834,0.965377647
0.44646852,0.008202834,0.965963356
0.44998402,0.008202834,0.96655356
0.453499521,0.008202834,0.967146512
0.457015021,0.008202834,0.967740465
0.460530521,0.008202834,0.968333672
0.464046021,0.008202834,0.968924386
0.467561521,0.008202834,0.969510861
0.471077021,0.008202834,0.970091349
0.474592522,0.008202834,0.970664104
0.478108022,0.008202834,0.971227378
0.481623522,0.008202834,0.971779425
0.485139022,0.008202834,0.972318498
0.488654522,0.008202834,0.97284285
0.492170022,0.008202834,0.973350733
0.495685523,0.008202834,0.973840402
0.499201023,0.008202834,0.974310108
0.502716523,0.008202834,0.974758106
0.506232023,0.008202834,0.975182648
0.509747523,0.008202834,0.975581988
0.513263023,0.008202834,0.975954377
0.516778523,0.008202834,0.976298071
0.520294024,0.008202834,0.976611321
0.523809524,0.008202834,0.97689238
0,0.012304251,0.665901972
0.0035155,0.012304251,0.674578941
0.007031,0.012304251,0.682920599
0.0105465,0.012304251,0.690941412
0.014062001,0.012304251,0.698655846
0.017577501,0.012304251,0.706078366
0.021093001,0.012304251,0.713223438
0.024608501,0.012304251,0.720105527
0.028124001,0.012304251,0.7267391
0.031639501,0.012304251,0.733138623
0.035155002,0.012304251,0.73931856
0.038670502,0.012304251,0.745293378
0.042186002,0.012304251,0.751077542
0.045701502,0.012304251,0.756685518
