"userId","movieId","rating","timestamp","title","genres"
1,6,4,964982224,"Heat (1995)","Action|Crime|Thriller"
1,101,5,964980868,"Bottle Rocket (1996)","Adventure|Comedy|Crime|Romance"
1,804,4,964980499,"She's the One (1996)","Comedy|Romance"
1,1208,4,964983250,"Apocalypse Now (1979)","Action|Drama|War"
1,1220,5,964981909,"Blues Brothers, The (1980)","Action|Comedy|Musical"
1,1222,5,964981909,"Full Metal Jacket (1987)","Drama|War"
1,1676,3,964982620,"Starship Troopers (1997)","Action|Sci-Fi"
1,1732,5,964981125,"Big Lebowski, The (1998)","Comedy|Crime"
1,1804,5,964983034,"Newton Boys, The (1998)","Crime|Drama"
1,2000,4,964982211,"Lethal Weapon (1987)","Action|Comedy|Crime|Drama"
1,2005,5,964981710,"Goonies, The (1985)","Action|Adventure|Children|Comedy|Fantasy"
1,2058,5,964982400,"Negotiator, The (1998)","Action|Crime|Drama|Mystery|Thriller"
1,2253,2,964981775,"Toys (1992)","Comedy|Fantasy"
1,2389,2,964983094,"Psycho (1998)","Crime|Horror|Thriller"
1,2450,4,964982620,"Howard the Duck (1986)","Adventure|Comedy|Sci-Fi"
1,2644,4,964983393,"Dracula (1931)","Horror"
1,2700,5,964980985,"South Park: Bigger, Longer and Uncut (1999)","Animation|Comedy|Musical"
1,2948,5,964982191,"From Russia with Love (1963)","Action|Adventure|Thriller"
1,3386,5,964983484,"JFK (1991)","Drama|Mystery|Thriller"
1,3578,5,964980668,"Gladiator (2000)","Action|Adventure|Drama"
1,3617,4,964980683,"Road Trip (2000)","Comedy"
1,3639,4,964982271,"Man with the Golden Gun, The (1974)","Action|Adventure|Thriller"
2,58559,4.5,1445715141,"Dark Knight, The (2008)","Action|Crime|Drama|IMAX"
2,99114,3.5,1445714874,"Django Unchained (2012)","Action|Drama|Western"
3,31,0.5,1306463578,"Dangerous Minds (1995)","Drama"
3,647,0.5,1306463619,"Courage Under Fire (1996)","Action|Crime|Drama|War"
3,2018,0.5,1306464175,"Bambi (1942)","Animation|Children|Drama"
3,2105,2,1306463559,"Tron (1982)","Action|Adventure|Sci-Fi"
4,45,3,986935047,"To Die For (1995)","Comedy|Drama|Thriller"
4,162,5,945078571,"Crumb (1994)","Documentary"
4,235,2,945173513,"Ed Wood (1994)","Comedy|Drama"
4,357,3,964623306,"Four Weddings and a Funeral (1994)","Comedy|Romance"
4,441,1,986934915,"Dazed and Confused (1993)","Comedy"
4,457,5,945079259,"Fugitive, The (1993)","Thriller"
4,800,4,945079106,"Lone Star (1996)","Drama|Mystery|Western"
4,902,4,945078446,"Breakfast at Tiffany's (1961)","Drama|Romance"
4,910,5,945173989,"Some Like It Hot (1959)","Comedy|Crime"
4,1077,5,945173692,"Sleeper (1973)","Comedy|Sci-Fi"
4,1188,5,964538500,"Strictly Ballroom (1992)","Comedy|Romance"
4,1211,1,964539205,"Wings of Desire (Himmel über Berlin, Der) (1987)","Drama|Fantasy|Romance"
4,1265,4,964622684,"Groundhog Day (1993)","Comedy|Fantasy|Romance"
4,1719,4,945079956,"Sweet Hereafter, The (1997)","Drama"
4,1860,2,986849001,"Character (Karakter) (1997)","Drama"
4,1947,5,945079653,"West Side Story (1961)","Drama|Musical|Romance"
4,1967,5,945078967,"Labyrinth (1986)","Adventure|Fantasy|Musical"
4,2203,4,945079729,"Shadow of a Doubt (1943)","Crime|Drama|Thriller"
4,2390,5,945079164,"Little Voice (1998)","Comedy"
4,2406,4,986935302,"Romancing the Stone (1984)","Action|Adventure|Comedy|Romance"
4,3044,5,945079920,"Dead Again (1991)","Mystery|Romance|Thriller"
4,3060,4,986934884,"Commitments, The (1991)","Comedy|Drama|Musical"
4,3175,1,964538930,"Galaxy Quest (1999)","Adventure|Comedy|Sci-Fi"
4,3358,3,964622758,"Defending Your Life (1991)","Comedy|Drama|Fantasy|Romance"
4,3967,4,986849164,"Billy Elliot (2000)","Drama"
4,4239,5,986848685,"Blow (2001)","Crime|Drama"
5,1,4,847434962,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy"
5,21,4,847435238,"Get Shorty (1995)","Comedy|Crime|Thriller"
5,153,3,847434802,"Batman Forever (1995)","Action|Adventure|Comedy|Crime"
5,316,2,847434832,"Stargate (1994)","Action|Adventure|Sci-Fi"
6,27,3,845555402,"Now and Then (1995)","Children|Drama"
6,61,4,845555454,"Eye for an Eye (1996)","Drama|Thriller"
6,65,3,845555070,"Bio-Dome (1996)","Comedy"
6,86,5,845556131,"White Squall (1996)","Action|Adventure|Drama"
6,87,3,845555300,"Dunston Checks In (1996)","Children|Comedy"
6,150,4,845553110,"Apollo 13 (1995)","Adventure|Drama|IMAX"
6,153,3,845553146,"Batman Forever (1995)","Action|Adventure|Comedy|Crime"
6,165,3,845553146,"Die Hard: With a Vengeance (1995)","Action|Crime|Thriller"
6,208,3,845553253,"Waterworld (1995)","Action|Adventure|Sci-Fi"
6,231,3,845553174,"Dumb & Dumber (Dumb and Dumber) (1994)","Adventure|Comedy"
6,240,3,845555571,"Hideaway (1995)","Thriller"
6,257,5,845554176,"Just Cause (1995)","Mystery|Thriller"
6,266,3,845553457,"Legends of the Fall (1994)","Drama|Romance|War|Western"
6,317,4,845553457,"Santa Clause, The (1994)","Comedy|Drama|Fantasy"
6,318,5,845553200,"Shawshank Redemption, The (1994)","Crime|Drama"
6,332,3,845555046,"Village of the Damned (1995)","Horror|Sci-Fi"
6,349,5,845553146,"Clear and Present Danger (1994)","Action|Crime|Drama|Thriller"
6,362,3,845553994,"Jungle Book, The (1994)","Adventure|Children|Romance"
6,371,3,845554141,"Paper, The (1994)","Comedy|Drama"
6,415,4,845554420,"Another Stakeout (1993)","Comedy|Thriller"
6,445,3,845555124,"Fatal Instinct (1993)","Comedy"
6,477,4,845554141,"What's Love Got to Do with It? (1993)","Drama|Musical"
6,490,3,845554584,"Malice (1993)","Thriller"
6,502,3,845554455,"Next Karate Kid, The (1994)","Action|Children|Romance"
6,539,3,845553426,"Sleepless in Seattle (1993)","Comedy|Drama|Romance"
6,542,4,845554524,"Son in Law (1993)","Comedy|Drama|Romance"
6,552,3,845553875,"Three Musketeers, The (1993)","Action|Adventure|Comedy|Romance"
6,647,4,845555151,"Courage Under Fire (1996)","Action|Crime|Drama|War"
6,667,3,845555342,"Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)","Action"
6,880,3,845556181,"Island of Dr. Moreau, The (1996)","Sci-Fi|Thriller"
6,1064,4,845556579,"Aladdin and the King of Thieves (1996)","Animation|Children|Comedy|Fantasy|Musical|Romance"
7,1196,4,1106635996,"Star Wars: Episode V - The Empire Strikes Back (1980)","Action|Adventure|Sci-Fi"
7,1246,1.5,1106635678,"Dead Poets Society (1989)","Drama"
7,1270,5,1106635681,"Back to the Future (1985)","Adventure|Comedy|Sci-Fi"
7,1954,4.5,1106635657,"Rocky (1976)","Drama"
7,2019,5,1106713565,"Seven Samurai (Shichinin no samurai) (1954)","Action|Adventure|Drama"
7,2671,4.5,1113542732,"Notting Hill (1999)","Comedy|Romance"
7,2683,2,1106635420,"Austin Powers: The Spy Who Shagged Me (1999)","Action|Adventure|Comedy"
7,4223,2,1106635742,"Enemy at the Gates (2001)","Drama|War"
7,4370,4.5,1106712869,"A.I. Artificial Intelligence (2001)","Adventure|Drama|Sci-Fi"
7,4896,4,1106636718,"Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)","Adventure|Children|Fantasy"
7,5464,3,1106636612,"Road to Perdition (2002)","Crime|Drama"
7,6934,2,1106712812,"Matrix Revolutions, The (2003)","Action|Adventure|Sci-Fi|Thriller|IMAX"
7,8870,3.5,1118025961,"Forgotten, The (2004)","Drama|Mystery|Sci-Fi|Thriller"
7,8949,4,1110757890,"Sideways (2004)","Comedy|Drama|Romance"
7,8970,2.5,1106636069,"Finding Neverland (2004)","Drama"
7,30812,3.5,1113353083,"Aviator, The (2004)","Drama"
7,33493,1,1121041079,"Star Wars: Episode III - Revenge of the Sith (2005)","Action|Adventure|Sci-Fi"
7,33794,2,1121041002,"Batman Begins (2005)","Action|Crime|IMAX"
7,34048,3,1121041015,"War of the Worlds (2005)","Action|Adventure|Sci-Fi|Thriller"
7,45499,4,1157949636,"X-Men: The Last Stand (2006)","Action|Sci-Fi|Thriller"
7,45668,1,1159225196,"Lake House, The (2006)","Drama|Fantasy|Romance"
8,539,3,839463728,"Sleepless in Seattle (1993)","Comedy|Drama|Romance"
9,187,3,1044657119,"Party Girl (1995)","Comedy"
9,627,3,1044657102,"Last Supper, The (1995)","Drama|Thriller"
9,4993,5,1044657051,"Lord of the Rings: The Fellowship of the Ring, The (2001)","Adventure|Fantasy"
9,5965,4,1044657185,"Duellists, The (1977)","Action|War"
10,1784,3.5,1455301699,"As Good as It Gets (1997)","Comedy|Drama|Romance"
10,2959,0.5,1455356582,"Fight Club (1999)","Action|Crime|Drama|Thriller"
10,5620,3,1455357578,"Sweet Home Alabama (2002)","Comedy|Romance"
10,5943,3,1455303078,"Maid in Manhattan (2002)","Comedy|Romance"
10,6155,3,1455357557,"How to Lose a Guy in 10 Days (2003)","Comedy|Romance"
10,6266,3,1455303070,"What a Girl Wants (2003)","Comedy|Drama|Romance"
10,69406,4.5,1455302747,"Proposal, The (2009)","Comedy|Romance"
10,71579,5,1455301869,"Education, An (2009)","Drama|Romance"
10,80549,3.5,1455399347,"Easy A (2010)","Comedy|Romance"
10,82167,3.5,1455357720,"Love and Other Drugs (2010)","Comedy|Drama|Romance"
10,84374,3.5,1455357730,"No Strings Attached (2011)","Comedy|Romance"
10,86548,3,1455398396,"Water for Elephants (2011)","Drama|Romance"
10,103339,4,1455356177,"White House Down (2013)","Action|Drama|Thriller|IMAX"
10,107141,2,1455399188,"Saving Mr. Banks (2013)","Comedy|Drama"
10,109853,4,1455357656,"Barefoot (2014)","Comedy|Drama|Romance"
11,434,3,902154685,"Cliffhanger (1993)","Action|Adventure|Thriller"
